,YearStart,YearEnd,LocationAbbr,DataSource,DataValueUnit,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
25661,2019,2019,AR,BRFSS,%,26.7,26.7,20.8,33.6,DIA,DIA01,AGEADJPREV,RACE,AIAN
25729,2019,2019,AZ,NVSS,"cases per 100,000",75.7,75.7,73.1,78.4,DIA,DIA03,AGEADJRATE,SEX,SEXM
25754,2019,2019,AK,NVSS,"cases per 100,000",52.8,52.8,31.8,82.4,DIA,DIA03,AGEADJRATE,RACE,ASN
25911,2019,2019,AL,NVSS,"cases per 100,000",5.3,5.3,3.9,7.1,DIA,DIA04,CRDRATE,AGE,AGE65P
25935,2019,2019,AK,BRFSS,%,16.4,16.4,12.9,20.6,DIA,DIA01,CRDPREV,AGE,AGE65P
25978,2019,2019,AL,NVSS,"cases per 100,000",2.0,2.0,1.6,2.4,DIA,DIA04,AGEADJRATE,OVERALL,OVR
25985,2019,2019,AZ,NVSS,"cases per 100,000",97.3,97.3,84.7,109.9,DIA,DIA03,AGEADJRATE,RACE,BLK
26036,2019,2019,AR,NVSS,Number,27.0,27.0,,,DIA,DIA04,NMBR,SEX,SEXF
26080,2019,2019,AL,BRFSS,%,17.3,17.3,15.4,19.4,DIA,DIA01,CRDPREV,RACE,BLK
26105,2019,2019,AL,BRFSS,%,13.8,13.8,12.7,15.1,DIA,DIA01,CRDPREV,SEX,SEXF
26171,2019,2019,AL,BRFSS,%,12.4,12.4,11.5,13.2,DIA,DIA01,AGEADJPREV,OVERALL,OVR
26190,2019,2019,AZ,NVSS,"cases per 100,000",1.6,1.6,1.2,2.1,DIA,DIA04,CRDRATE,SEX,SEXM
26314,2019,2019,AR,NVSS,"cases per 100,000",102.9,102.9,95.6,110.1,DIA,DIA03,CRDRATE,AGE,AGE4564
26334,2019,2019,AZ,NVSS,Number,50.0,50.0,,,DIA,DIA04,NMBR,AGE,AGE4564
26343,2019,2019,AL,NVSS,"cases per 100,000",46.2,46.2,44.2,48.2,DIA,DIA03,AGEADJRATE,RACE,WHT
26352,2019,2019,AZ,NVSS,Number,35.0,35.0,,,DIA,DIA04,NMBR,AGE,AGE65P
26455,2019,2019,AK,NVSS,Number,126.0,126.0,,,DIA,DIA03,NMBR,SEX,SEXF
26476,2019,2019,AR,BRFSS,%,11.2,11.2,10.0,12.4,DIA,DIA01,AGEADJPREV,RACE,WHT
26632,2019,2019,CO,NVSS,"cases per 100,000",57.2,57.2,54.7,59.8,DIA,DIA03,AGEADJRATE,SEX,SEXF
26691,2019,2019,CO,NVSS,Number,63.0,63.0,,,DIA,DIA04,NMBR,RACE,WHT
26693,2019,2019,DC,NVSS,"cases per 100,000",63.6,63.6,55.5,71.8,DIA,DIA03,AGEADJRATE,SEX,SEXF
26824,2019,2019,GA,BRFSS,%,11.3,11.3,10.2,12.6,DIA,DIA01,CRDPREV,RACE,WHT
26829,2019,2019,CA,BRFSS,%,13.9,13.9,12.5,15.4,DIA,DIA01,CRDPREV,AGE,AGE4564
26850,2019,2019,DE,BRFSS,%,11.7,11.7,10.0,13.7,DIA,DIA01,CRDPREV,SEX,SEXF
26871,2019,2019,DE,NVSS,"cases per 100,000",54.7,54.7,48.2,61.1,DIA,DIA03,CRDRATE,SEX,SEXF
26889,2019,2019,GA,NVSS,Number,4364.0,4364.0,,,DIA,DIA03,NMBR,RACE,WHT
26906,2019,2019,DE,NVSS,Number,147.0,147.0,,,DIA,DIA03,NMBR,AGE,AGE4564
26937,2019,2019,CA,NVSS,"cases per 100,000",436.2,436.2,430.8,441.5,DIA,DIA03,CRDRATE,AGE,AGE65P
26966,2019,2019,FL,NVSS,"cases per 100,000",68.1,68.1,66.8,69.5,DIA,DIA03,AGEADJRATE,SEX,SEXM
27005,2019,2019,CA,NVSS,Number,62.0,62.0,,,DIA,DIA04,NMBR,RACE,BLK
27011,2019,2019,CT,NVSS,"cases per 100,000",18.7,18.7,11.6,28.6,DIA,DIA03,AGEADJRATE,RACE,ASN
27067,2019,2019,CT,BRFSS,%,11.6,11.6,7.1,18.2,DIA,DIA01,AGEADJPREV,RACE,ASN
27083,2019,2019,FL,NVSS,"cases per 100,000",1.5,1.5,1.2,1.7,DIA,DIA04,CRDRATE,RACE,WHT
27085,2019,2019,FL,NVSS,Number,267.0,267.0,,,DIA,DIA04,NMBR,OVERALL,OVR
27105,2019,2019,GA,BRFSS,%,4.0,4.0,3.0,5.2,DIA,DIA01,CRDPREV,AGE,AGE1844
27144,2019,2019,CO,NVSS,"cases per 100,000",1.6,1.6,1.2,2.1,DIA,DIA04,CRDRATE,RACE,WHT
27174,2019,2019,FL,NVSS,"cases per 100,000",84.7,84.7,81.6,87.8,DIA,DIA03,CRDRATE,RACE,BLK
27175,2019,2019,CT,NVSS,Number,1719.0,1719.0,,,DIA,DIA03,NMBR,RACE,WHT
27247,2019,2019,FL,NVSS,"cases per 100,000",50.5,50.5,49.5,51.5,DIA,DIA03,AGEADJRATE,RACE,WHT
27261,2019,2019,DE,BRFSS,%,24.8,24.8,21.7,28.3,DIA,DIA01,CRDPREV,AGE,AGE65P
27282,2019,2019,GU,BRFSS,%,9.1,9.1,6.8,12.2,DIA,DIA01,CRDPREV,RACE,ASN
27285,2019,2019,CA,NVSS,Number,102.0,102.0,,,DIA,DIA04,NMBR,AGE,AGE0_44
27343,2019,2019,DE,NVSS,Number,665.0,665.0,,,DIA,DIA03,NMBR,OVERALL,OVR
27378,2019,2019,CA,NVSS,"cases per 100,000",1.1,1.1,1.0,1.2,DIA,DIA04,AGEADJRATE,SEX,SEXF
27435,2019,2019,GA,NVSS,"cases per 100,000",4.1,4.1,3.6,4.6,DIA,DIA03,CRDRATE,AGE,AGE0_44
27469,2019,2019,CA,NVSS,Number,14303.0,14303.0,,,DIA,DIA03,NMBR,SEX,SEXF
27475,2019,2019,CO,BRFSS,%,6.6,6.6,6.1,7.2,DIA,DIA01,AGEADJPREV,OVERALL,OVR
27489,2019,2019,DC,NVSS,Number,262.0,262.0,,,DIA,DIA03,NMBR,SEX,SEXM
27490,2019,2019,GA,NVSS,Number,82.0,82.0,,,DIA,DIA04,NMBR,SEX,SEXM
27526,2019,2019,CO,NVSS,Number,3209.0,3209.0,,,DIA,DIA03,NMBR,RACE,WHT
27561,2019,2019,CA,NVSS,"cases per 100,000",1.2,1.2,1.0,1.3,DIA,DIA04,CRDRATE,RACE,HIS
27609,2019,2019,CO,PRAMS,%,6.2,6.2,4.5,8.5,DIA,DIA02,CRDPREV,RACE,WHT
27642,2019,2019,GA,BRFSS,%,7.2,7.2,4.7,11.1,DIA,DIA01,CRDPREV,RACE,HIS
27735,2019,2019,FL,BRFSS,%,2.3,2.3,1.8,3.0,DIA,DIA01,CRDPREV,AGE,AGE1844
27744,2019,2019,GA,NVSS,Number,4086.0,4086.0,,,DIA,DIA03,NMBR,SEX,SEXM
27775,2019,2019,DE,NVSS,Number,390.0,390.0,,,DIA,DIA03,NMBR,SEX,SEXM
27795,2019,2019,CA,BRFSS,%,12.4,12.4,11.3,13.6,DIA,DIA01,CRDPREV,RACE,HIS
27842,2019,2019,CO,NVSS,"cases per 100,000",126.0,126.0,92.6,167.5,DIA,DIA03,CRDRATE,RACE,AIAN
27866,2019,2019,FL,BRFSS,%,11.0,11.0,8.8,13.7,DIA,DIA01,AGEADJPREV,RACE,HIS
27871,2019,2019,CA,NVSS,Number,9159.0,9159.0,,,DIA,DIA03,NMBR,RACE,HIS
27955,2019,2019,FL,NVSS,"cases per 100,000",1.4,1.4,1.2,1.6,DIA,DIA04,AGEADJRATE,SEX,SEXM
27999,2019,2019,GU,BRFSS,%,11.7,11.7,10.1,13.6,DIA,DIA01,CRDPREV,OVERALL,OVR
28000,2019,2019,GA,NVSS,"cases per 100,000",1.2,1.2,0.9,1.5,DIA,DIA04,CRDRATE,SEX,SEXF
28007,2019,2019,GU,BRFSS,%,4.1,4.1,2.9,5.9,DIA,DIA01,CRDPREV,AGE,AGE1844
28189,2019,2019,FL,BRFSS,%,10.7,10.7,9.5,12.0,DIA,DIA01,AGEADJPREV,SEX,SEXM
28199,2019,2019,GA,PRAMS,%,24.5,24.5,15.7,36.2,DIA,DIA02,CRDPREV,RACE,HIS
28225,2019,2019,CT,BRFSS,%,8.4,8.4,7.6,9.1,DIA,DIA01,CRDPREV,RACE,WHT
28228,2019,2019,FL,BRFSS,%,16.0,16.0,13.1,19.4,DIA,DIA01,CRDPREV,RACE,BLK
28249,2019,2019,CO,NVSS,"cases per 100,000",116.7,116.7,108.4,124.9,DIA,DIA03,AGEADJRATE,RACE,HIS
28265,2019,2019,DE,NVSS,Number,463.0,463.0,,,DIA,DIA03,NMBR,RACE,WHT
28271,2019,2019,CO,BRFSS,%,9.7,9.7,5.7,16.0,DIA,DIA01,AGEADJPREV,RACE,MRC
28295,2019,2019,GA,NVSS,"cases per 100,000",2.5,2.5,2.0,3.2,DIA,DIA04,CRDRATE,AGE,AGE4564
28300,2019,2019,GA,NVSS,Number,41.0,41.0,,,DIA,DIA04,NMBR,AGE,AGE65P
28308,2019,2019,GA,NVSS,"cases per 100,000",1.1,1.1,0.8,1.4,DIA,DIA04,AGEADJRATE,SEX,SEXF
28329,2019,2019,CO,NVSS,"cases per 100,000",1.4,1.4,1.1,1.7,DIA,DIA04,AGEADJRATE,OVERALL,OVR
28333,2019,2019,FL,NVSS,"cases per 100,000",46.2,46.2,44.5,48.0,DIA,DIA03,CRDRATE,RACE,HIS
28359,2019,2019,GA,NVSS,"cases per 100,000",1.8,1.8,1.4,2.4,DIA,DIA04,CRDRATE,RACE,BLK
28390,2019,2019,CT,BRFSS,%,9.6,9.6,8.9,10.3,DIA,DIA01,CRDPREV,OVERALL,OVR
28409,2019,2019,DC,PRAMS,%,5.0,5.0,3.3,7.5,DIA,DIA02,CRDPREV,OVERALL,OVR
28422,2019,2019,FL,NVSS,"cases per 100,000",1.9,1.9,1.4,2.4,DIA,DIA04,AGEADJRATE,RACE,BLK
28430,2019,2019,CO,BRFSS,%,2.2,2.2,1.6,2.9,DIA,DIA01,CRDPREV,AGE,AGE1844
28451,2019,2019,CT,BRFSS,%,6.4,6.4,5.7,7.1,DIA,DIA01,AGEADJPREV,RACE,WHT
28453,2019,2019,FL,NVSS,"cases per 100,000",80.7,80.7,79.5,81.9,DIA,DIA03,CRDRATE,OVERALL,OVR
28493,2019,2019,DE,PRAMS,%,9.8,9.8,6.1,15.4,DIA,DIA02,CRDPREV,RACE,BLK
28496,2019,2019,DE,BRFSS,%,17.5,17.5,13.7,22.2,DIA,DIA01,CRDPREV,RACE,BLK
28530,2019,2019,CA,NVSS,"cases per 100,000",28.3,28.3,25.1,31.4,DIA,DIA03,CRDRATE,RACE,MRC
28540,2019,2019,CO,NVSS,Number,1953.0,1953.0,,,DIA,DIA03,NMBR,SEX,SEXF
28548,2019,2019,DC,NVSS,"cases per 100,000",392.7,392.7,351.1,434.3,DIA,DIA03,CRDRATE,AGE,AGE65P
28559,2019,2019,CO,BRFSS,%,7.1,7.1,6.3,8.0,DIA,DIA01,CRDPREV,SEX,SEXM
28580,2019,2019,CO,BRFSS,%,9.7,9.7,6.4,14.6,DIA,DIA01,CRDPREV,RACE,BLK
28584,2019,2019,DE,PRAMS,%,12.5,12.5,9.8,15.8,DIA,DIA02,CRDPREV,RACE,WHT
28602,2019,2019,CO,NVSS,"cases per 100,000",3.1,3.1,2.5,3.6,DIA,DIA03,CRDRATE,AGE,AGE0_44
28626,2019,2019,CT,BRFSS,%,9.3,9.3,8.3,10.4,DIA,DIA01,AGEADJPREV,SEX,SEXM
28663,2019,2019,CA,NVSS,"cases per 100,000",4.5,4.5,4.0,5.1,DIA,DIA04,CRDRATE,AGE,AGE65P
28727,2019,2019,GU,BRFSS,%,14.1,14.1,8.9,21.6,DIA,DIA01,CRDPREV,RACE,MRC
28770,2019,2019,CA,NVSS,"cases per 100,000",121.7,121.7,105.7,137.8,DIA,DIA03,AGEADJRATE,RACE,AIAN
28787,2019,2019,FL,NVSS,"cases per 100,000",1.9,1.9,1.4,2.4,DIA,DIA04,CRDRATE,RACE,BLK
28808,2019,2019,CT,NVSS,"cases per 100,000",61.6,61.6,59.0,64.2,DIA,DIA03,CRDRATE,OVERALL,OVR
28816,2019,2019,CO,NVSS,"cases per 100,000",155.8,155.8,137.0,174.6,DIA,DIA03,AGEADJRATE,RACE,BLK
28842,2019,2019,GA,BRFSS,%,9.5,9.5,8.4,10.6,DIA,DIA01,AGEADJPREV,RACE,WHT
28850,2019,2019,CT,NVSS,Number,186.0,186.0,,,DIA,DIA03,NMBR,RACE,HIS
28865,2019,2019,CT,NVSS,"cases per 100,000",41.7,41.7,39.7,43.7,DIA,DIA03,AGEADJRATE,RACE,WHT
28881,2019,2019,CT,NVSS,"cases per 100,000",2.2,2.2,1.4,3.4,DIA,DIA04,CRDRATE,AGE,AGE4564
28885,2019,2019,DC,BRFSS,%,9.5,9.5,8.4,10.7,DIA,DIA01,AGEADJPREV,OVERALL,OVR
28909,2019,2019,CA,BRFSS,%,6.0,6.0,5.4,6.8,DIA,DIA01,AGEADJPREV,RACE,WHT
28963,2019,2019,CT,NVSS,Number,28.0,28.0,,,DIA,DIA04,NMBR,SEX,SEXM
28991,2019,2019,CT,NVSS,Number,1200.0,1200.0,,,DIA,DIA03,NMBR,SEX,SEXM
29001,2019,2019,FL,PRAMS,%,10.3,10.3,7.7,13.6,DIA,DIA02,CRDPREV,RACE,BLK
29004,2019,2019,DE,BRFSS,%,12.5,12.5,10.6,14.6,DIA,DIA01,AGEADJPREV,SEX,SEXM
29008,2019,2019,FL,BRFSS,%,8.4,8.4,7.5,9.5,DIA,DIA01,AGEADJPREV,SEX,SEXF
29017,2019,2019,GA,PRAMS,%,10.2,10.2,7.8,13.2,DIA,DIA02,CRDPREV,OVERALL,OVR
29064,2019,2019,FL,NVSS,"cases per 100,000",101.2,101.2,99.4,103.1,DIA,DIA03,CRDRATE,RACE,WHT
29103,2019,2019,FL,NVSS,Number,2619.0,2619.0,,,DIA,DIA03,NMBR,RACE,HIS
29128,2019,2019,CO,NVSS,"cases per 100,000",1.7,1.7,1.2,2.2,DIA,DIA04,CRDRATE,SEX,SEXM
29135,2019,2019,CA,NVSS,"cases per 100,000",69.0,69.0,67.3,70.6,DIA,DIA03,CRDRATE,AGE,AGE4564
29201,2019,2019,CA,NVSS,"cases per 100,000",72.0,72.0,70.8,73.2,DIA,DIA03,CRDRATE,SEX,SEXF
29252,2019,2019,DC,NVSS,"cases per 100,000",121.9,121.9,110.4,133.3,DIA,DIA03,AGEADJRATE,RACE,BLK
29276,2019,2019,GA,NVSS,Number,99.0,99.0,,,DIA,DIA03,NMBR,RACE,ASN
29307,2019,2019,GU,BRFSS,%,15.0,15.0,12.1,18.4,DIA,DIA01,AGEADJPREV,SEX,SEXM
29338,2019,2019,CO,NVSS,"cases per 100,000",1.4,1.4,1.0,1.8,DIA,DIA04,AGEADJRATE,RACE,WHT
29348,2019,2019,FL,NVSS,"cases per 100,000",23.8,23.8,14.5,36.7,DIA,DIA03,AGEADJRATE,RACE,AIAN
29379,2019,2019,FL,NVSS,Number,365.0,365.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
29418,2019,2019,CA,NVSS,Number,266.0,266.0,,,DIA,DIA04,NMBR,RACE,WHT
29564,2019,2019,CT,NVSS,Number,410.0,410.0,,,DIA,DIA03,NMBR,AGE,AGE4564
29565,2019,2019,CA,NVSS,"cases per 100,000",57.9,57.9,56.2,59.7,DIA,DIA03,AGEADJRATE,RACE,ASN
29617,2019,2019,GA,NVSS,"cases per 100,000",70.4,70.4,68.8,72.0,DIA,DIA03,CRDRATE,OVERALL,OVR
29630,2019,2019,FL,NVSS,"cases per 100,000",65.8,65.8,64.3,67.3,DIA,DIA03,CRDRATE,SEX,SEXF
29663,2019,2019,FL,NVSS,"cases per 100,000",0.6,0.6,0.4,0.8,DIA,DIA04,AGEADJRATE,RACE,HIS
29667,2019,2019,FL,NVSS,Number,102.0,102.0,,,DIA,DIA04,NMBR,AGE,AGE4564
29723,2019,2019,CA,BRFSS,%,10.2,10.2,9.4,11.2,DIA,DIA01,AGEADJPREV,SEX,SEXM
29724,2019,2019,CT,NVSS,"cases per 100,000",71.6,71.6,62.9,80.2,DIA,DIA03,CRDRATE,RACE,BLK
29740,2019,2019,DC,NVSS,"cases per 100,000",11.7,11.7,8.0,16.6,DIA,DIA03,CRDRATE,RACE,WHT
29776,2019,2019,CO,NVSS,Number,3508.0,3508.0,,,DIA,DIA03,NMBR,AGE,AGE65P
29849,2019,2019,DC,PRAMS,%,9.8,9.8,4.9,18.8,DIA,DIA02,CRDPREV,RACE,HIS
29899,2019,2019,GA,BRFSS,%,13.6,13.6,8.0,22.3,DIA,DIA01,AGEADJPREV,RACE,MRC
29962,2019,2019,FL,NVSS,Number,7228.0,7228.0,,,DIA,DIA03,NMBR,SEX,SEXF
29965,2019,2019,GU,BRFSS,%,13.2,13.2,10.7,16.3,DIA,DIA01,CRDPREV,SEX,SEXM
29974,2019,2019,FL,PRAMS,%,10.7,10.7,7.2,15.7,DIA,DIA02,CRDPREV,RACE,WHT
29975,2019,2019,DE,NVSS,"cases per 100,000",263.1,263.1,240.0,286.2,DIA,DIA03,CRDRATE,AGE,AGE65P
30133,2019,2019,CT,NVSS,"cases per 100,000",44.4,44.4,42.5,46.3,DIA,DIA03,AGEADJRATE,OVERALL,OVR
30137,2019,2019,GA,BRFSS,%,11.9,11.9,10.6,13.4,DIA,DIA01,AGEADJPREV,SEX,SEXF
30211,2019,2019,FL,NVSS,"cases per 100,000",34.3,34.3,29.7,38.9,DIA,DIA03,AGEADJRATE,RACE,ASN
30244,2019,2019,CA,NVSS,Number,183.0,183.0,,,DIA,DIA04,NMBR,RACE,HIS
30264,2019,2019,CO,PRAMS,%,7.4,7.4,5.8,9.5,DIA,DIA02,CRDPREV,OVERALL,OVR
30299,2019,2019,FL,BRFSS,%,8.0,8.0,7.3,8.8,DIA,DIA01,AGEADJPREV,RACE,WHT
30302,2019,2019,CA,BRFSS,%,14.4,14.4,11.1,18.6,DIA,DIA01,CRDPREV,RACE,BLK
30343,2019,2019,DE,BRFSS,%,9.8,9.8,8.3,11.6,DIA,DIA01,AGEADJPREV,SEX,SEXF
30357,2019,2019,GA,NVSS,Number,2839.0,2839.0,,,DIA,DIA03,NMBR,RACE,BLK
30359,2019,2019,CT,NVSS,"cases per 100,000",57.1,57.1,53.8,60.4,DIA,DIA03,AGEADJRATE,SEX,SEXM
30377,2019,2019,CT,NVSS,Number,22.0,22.0,,,DIA,DIA03,NMBR,RACE,ASN
30388,2019,2019,CA,NVSS,"cases per 100,000",143.2,143.2,138.3,148.2,DIA,DIA03,CRDRATE,RACE,BLK
30392,2019,2019,GA,NVSS,Number,3387.0,3387.0,,,DIA,DIA03,NMBR,SEX,SEXF
30414,2019,2019,CA,NVSS,Number,263.0,263.0,,,DIA,DIA04,NMBR,SEX,SEXF
30473,2019,2019,CT,BRFSS,%,10.1,10.1,8.0,12.8,DIA,DIA01,CRDPREV,RACE,HIS
30534,2019,2019,DC,NVSS,Number,245.0,245.0,,,DIA,DIA03,NMBR,SEX,SEXF
30638,2019,2019,FL,NVSS,Number,170.0,170.0,,,DIA,DIA04,NMBR,SEX,SEXM
30647,2019,2019,DC,NVSS,"cases per 100,000",104.7,104.7,88.0,121.5,DIA,DIA03,CRDRATE,AGE,AGE4564
30702,2019,2019,DE,BRFSS,%,12.8,12.8,11.5,14.2,DIA,DIA01,CRDPREV,OVERALL,OVR
30772,2019,2019,DE,NVSS,Number,275.0,275.0,,,DIA,DIA03,NMBR,SEX,SEXF
30807,2019,2019,CT,NVSS,"cases per 100,000",53.1,53.1,45.1,61.1,DIA,DIA03,AGEADJRATE,RACE,HIS
30871,2019,2019,FL,PRAMS,%,9.9,9.9,7.9,12.5,DIA,DIA02,CRDPREV,OVERALL,OVR
30881,2019,2019,CA,NVSS,"cases per 100,000",2.6,2.6,2.0,3.3,DIA,DIA04,AGEADJRATE,RACE,BLK
30935,2019,2019,GA,NVSS,Number,265.0,265.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
30953,2019,2019,FL,BRFSS,%,10.6,10.6,8.4,13.3,DIA,DIA01,CRDPREV,RACE,HIS
30955,2019,2019,CA,NVSS,"cases per 100,000",58.8,58.8,57.6,60.0,DIA,DIA03,CRDRATE,RACE,HIS
30966,2019,2019,CO,NVSS,"cases per 100,000",82.4,82.4,79.5,85.2,DIA,DIA03,CRDRATE,RACE,WHT
30999,2019,2019,DE,BRFSS,%,10.6,10.6,6.8,16.2,DIA,DIA01,CRDPREV,RACE,HIS
31050,2019,2019,CA,NVSS,Number,744.0,744.0,,,DIA,DIA03,NMBR,AGE,AGE0_44
31111,2019,2019,GA,NVSS,"cases per 100,000",338.5,338.5,329.2,347.8,DIA,DIA03,CRDRATE,AGE,AGE65P
31112,2019,2019,CA,BRFSS,%,7.9,7.9,5.9,10.6,DIA,DIA01,CRDPREV,RACE,ASN
31150,2019,2019,CA,NVSS,"cases per 100,000",0.4,0.4,0.3,0.5,DIA,DIA04,CRDRATE,AGE,AGE0_44
31212,2019,2019,CO,BRFSS,%,7.0,7.0,6.5,7.6,DIA,DIA01,CRDPREV,OVERALL,OVR
31219,2019,2019,GA,NVSS,"cases per 100,000",56.9,56.9,55.2,58.6,DIA,DIA03,AGEADJRATE,RACE,WHT
31244,2019,2019,DE,NVSS,Number,172.0,172.0,,,DIA,DIA03,NMBR,RACE,BLK
31260,2019,2019,CA,NVSS,Number,3182.0,3182.0,,,DIA,DIA03,NMBR,RACE,BLK
31282,2019,2019,CA,NVSS,Number,25464.0,25464.0,,,DIA,DIA03,NMBR,AGE,AGE65P
31311,2019,2019,CO,BRFSS,%,9.3,9.3,6.3,13.6,DIA,DIA01,AGEADJPREV,RACE,BLK
31331,2019,2019,CA,BRFSS,%,15.0,15.0,13.8,16.4,DIA,DIA01,AGEADJPREV,RACE,HIS
31359,2019,2019,CO,NVSS,"cases per 100,000",58.9,58.9,47.2,72.7,DIA,DIA03,AGEADJRATE,RACE,ASN
31367,2019,2019,CA,NVSS,"cases per 100,000",56.2,56.2,55.3,57.2,DIA,DIA03,AGEADJRATE,SEX,SEXF
31369,2019,2019,CO,NVSS,"cases per 100,000",139.4,139.4,100.4,188.4,DIA,DIA03,AGEADJRATE,RACE,AIAN
31422,2019,2019,FL,NVSS,"cases per 100,000",0.6,0.6,0.5,0.8,DIA,DIA04,AGEADJRATE,SEX,SEXF
31440,2019,2019,FL,NVSS,"cases per 100,000",15.1,15.1,11.4,19.7,DIA,DIA03,CRDRATE,RACE,MRC
31460,2019,2019,CA,NVSS,"cases per 100,000",71.7,71.7,69.5,73.9,DIA,DIA03,CRDRATE,RACE,ASN
31525,2019,2019,CT,BRFSS,%,19.0,19.0,17.3,20.8,DIA,DIA01,CRDPREV,AGE,AGE65P
31554,2019,2019,CA,BRFSS,%,2.6,2.6,2.1,3.2,DIA,DIA01,CRDPREV,AGE,AGE1844
31568,2019,2019,GA,BRFSS,%,12.8,12.8,11.4,14.3,DIA,DIA01,CRDPREV,SEX,SEXF
31605,2019,2019,DC,BRFSS,%,22.8,22.8,19.6,26.4,DIA,DIA01,CRDPREV,AGE,AGE65P
31637,2019,2019,DC,BRFSS,%,2.0,2.0,1.3,3.2,DIA,DIA01,CRDPREV,AGE,AGE1844
31669,2019,2019,CT,NVSS,"cases per 100,000",0.9,0.9,0.6,1.4,DIA,DIA04,AGEADJRATE,RACE,WHT
31692,2019,2019,CT,NVSS,"cases per 100,000",73.1,73.1,69.7,76.6,DIA,DIA03,CRDRATE,RACE,WHT
31748,2019,2019,GA,BRFSS,%,15.0,15.0,12.8,17.4,DIA,DIA01,CRDPREV,RACE,BLK
31749,2019,2019,CT,NVSS,"cases per 100,000",1.1,1.1,0.8,1.5,DIA,DIA04,AGEADJRATE,OVERALL,OVR
31793,2019,2019,FL,BRFSS,%,15.8,15.8,13.2,18.7,DIA,DIA01,AGEADJPREV,RACE,BLK
31816,2019,2019,GA,NVSS,Number,63.0,63.0,,,DIA,DIA04,NMBR,SEX,SEXF
31882,2019,2019,CA,NVSS,"cases per 100,000",1.0,1.0,0.8,1.3,DIA,DIA04,CRDRATE,RACE,ASN
31905,2019,2019,CO,NVSS,"cases per 100,000",1.1,1.1,0.8,1.6,DIA,DIA04,AGEADJRATE,SEX,SEXF
31926,2019,2019,DC,NVSS,Number,507.0,507.0,,,DIA,DIA03,NMBR,OVERALL,OVR
31941,2019,2019,CA,NVSS,"cases per 100,000",83.4,83.4,82.5,84.3,DIA,DIA03,CRDRATE,OVERALL,OVR
31952,2019,2019,GA,NVSS,"cases per 100,000",1.2,1.2,1.0,1.5,DIA,DIA04,AGEADJRATE,RACE,WHT
31978,2019,2019,CA,BRFSS,%,8.0,8.0,7.2,9.0,DIA,DIA01,CRDPREV,RACE,WHT
31988,2019,2019,FL,NVSS,"cases per 100,000",1.8,1.8,1.5,2.2,DIA,DIA04,CRDRATE,AGE,AGE4564
31994,2019,2019,CA,NVSS,"cases per 100,000",1.3,1.3,1.2,1.5,DIA,DIA04,AGEADJRATE,OVERALL,OVR
31996,2019,2019,DC,BRFSS,%,9.7,9.7,8.1,11.5,DIA,DIA01,AGEADJPREV,SEX,SEXM
32004,2019,2019,CT,NVSS,"cases per 100,000",31.0,31.0,26.5,35.4,DIA,DIA03,CRDRATE,RACE,HIS
32050,2019,2019,FL,NVSS,"cases per 100,000",52.6,52.6,51.8,53.4,DIA,DIA03,AGEADJRATE,OVERALL,OVR
32072,2019,2019,CA,NVSS,Number,315.0,315.0,,,DIA,DIA03,NMBR,RACE,MRC
32155,2019,2019,GA,NVSS,Number,2073.0,2073.0,,,DIA,DIA03,NMBR,AGE,AGE4564
32206,2019,2019,CT,BRFSS,%,13.4,13.4,8.2,21.1,DIA,DIA01,AGEADJPREV,RACE,MRC
32254,2019,2019,CO,BRFSS,%,7.7,7.7,4.2,13.6,DIA,DIA01,CRDPREV,RACE,MRC
32310,2019,2019,GU,BRFSS,%,15.7,15.7,10.4,22.9,DIA,DIA01,AGEADJPREV,RACE,MRC
32321,2019,2019,CO,NVSS,"cases per 100,000",1.5,1.5,1.2,1.8,DIA,DIA04,CRDRATE,OVERALL,OVR
32324,2019,2019,GA,NVSS,"cases per 100,000",1.4,1.4,1.1,1.6,DIA,DIA04,CRDRATE,OVERALL,OVR
32336,2019,2019,FL,NVSS,Number,166.0,166.0,,,DIA,DIA04,NMBR,RACE,WHT
32347,2019,2019,CT,PRAMS,%,11.0,11.0,7.7,15.5,DIA,DIA02,CRDPREV,RACE,WHT
32422,2019,2019,CT,BRFSS,%,10.4,10.4,9.4,11.6,DIA,DIA01,CRDPREV,SEX,SEXM
32433,2019,2019,GA,BRFSS,%,24.5,24.5,22.2,26.9,DIA,DIA01,CRDPREV,AGE,AGE65P
32438,2019,2019,CA,BRFSS,%,9.5,9.5,8.9,10.2,DIA,DIA01,AGEADJPREV,OVERALL,OVR
32454,2019,2019,CO,BRFSS,%,6.3,6.3,5.6,7.1,DIA,DIA01,AGEADJPREV,SEX,SEXF
32543,2019,2019,DC,NVSS,"cases per 100,000",13.4,13.4,9.0,19.1,DIA,DIA03,AGEADJRATE,RACE,WHT
32571,2019,2019,DE,NVSS,"cases per 100,000",4.0,4.0,2.5,6.1,DIA,DIA03,CRDRATE,AGE,AGE0_44
32572,2019,2019,CO,NVSS,"cases per 100,000",87.7,87.7,84.3,91.1,DIA,DIA03,CRDRATE,SEX,SEXM
